STRID,LAN,Remark
msg_hole11,"Trang b¸ c¤p 60 tr· xu¯ng chï có th¬ sØ døng bäo thÕch c¤p 1 ðªn c¤p 6",
msg_hole12,"L¤y bäo thÕch ra thành công",
msg_hole2,"Trang b¸ này không còn ch² ð¬ ðóng l² næa",
msg_hole3,"Ti«n vàng trên ngß¶i ngài không ðü dùng ð¬ ðóng l²",
msg_hole4,"Ðóng l² thành công",
msg_hole5,"Ch² ngài mu¯n khäm nÕm không có ðóng l²",
msg_hole6,"Ch² ngài mu¯n khäm nÕm ðã có bäo thÕch",
msg_hole7,"Khäm nÕm bäo thÕch thành công",
msg_hole8,"Ch² ngài l¤y bäo thÕch ra không có ðóng l²",
msg_hole9,"Ch² ngài l¤y bäo thÕch ra không có bäo thÕch",
msg_is_line_err,"Giæa các møc tiêu có v§t cän",
MSG_ITEM_INIT_COUNT,"S¯ lßþng hi®n tÕi %d S¯ lßþng b± sung t¯i ða %d ",
msg_login35,"Mã bäo hµ trong ph¥n cÑng nghi®m chÑng sai",
msg_money_bind,"Khóa ð¸nh",
msg_money_not_enough,"S¯ ti«n trên ngß¶i bÕn không ðü",
msg_seal_time_err,"Mµt bang chü sau khi phong ¤n thành công, phäi ch¶ %d phút thì các bang chü khác m¾i có th¬ thành công phong ¤n l¥n næa.",
msg_stall38,"Ngß¶i ch½i không · trong trÕng thái bày bán thì không th¬ b¸ tri®u h°i",
msg_stall39,"Ngß¶i ch½i không · trong trÕng thái bày bán thì không th¬ nh§n và phát l¶i thách ð¤u",
msg_stall40,"N¢m trong danh sách ðö thì không th¬ bày bán",
msg_stone0,"Vui lòng bö vào bäo thÕch",
msg_task_consign,"( œy thác)",
msg_task_consign_all,,
msg_task_consign_already,"( œy thác)",
msg_task_consign_list,"Nhi®m vø üy thác",
MSG_TASK_IS_DOING,"Ngài ðã nh§n ðßþc nhi®m vø này",
MSG_TASK_IS_FINISHED,"Ngài ðã t×ng hoàn thành nhi®m vø này",
msg_task_req_get,Nh§n,
msg_user_out_ctrl1,"Trong trÕng thái không b¸ kh¯ng chª thì không th¬ tiªn hành tri®u h°i.",
msg_user_out_ctrl2,"TrongtrÕng thái không b¸ kh¯ng chª thì không th¬ tiªn hành v§n chuy¬n.",
msg_user_out_ctrl3,"Trong trÕng thái không b¸ kh¯ng chª thì không th¬ tiªn vào c¤m ð¸a.",
msg_user_out_ctrl4,"%s trÕng thái không b¸ kh¯ng chª thì không th¬ tiªn vào ð¤u trß¶ng.",
msg_user_out_ctrl5,"Trong trÕng thái không b¸ kh¯ng chª thì không th¬ tiªn vào Lãnh ð¸a bang hµi.",
pin_msg2_2,"Vui lòng nh§p s¯ v¾i quy cách [%s] trong card mã bäo hµ, sau ðó ¤n vào nút xác nh§n. Nªu không c¦n th§n nh§p sai thì hãy ¤n nút xóa ð¬ nh§p lÕi.",
pin_msg2_3,"Vui lòng ¤n vào nút xác nh§n. Nªu không c¦n th§n nh§p sai thì hãy ¤n nút xóa ð¬ nh§p lÕi.",

msg_worldevent4,"Tình hu¯ng kh¦n c¤p! BOSS mÕnh nh¤t tÕi Quª Hoa S½n là #cfb0000 Hell Flame Demon #cee9900 b²ng dßng xu¤t hi®n!  anh hùng kÏ hi®p kh¡p n½i vµi ðªn tìm hi¬u. Xem ra s¡p t¾i s¨ xäy ra mµt tr§n giao tranh ác li®t giæa chính nghîa và tà ác!",
msg_worldevent4a,"Tin vui!  BOSS mÕnh nh¤t tÕi Quª Hoa S½n là #cfb0000 Hell Flame Demon #cee9900ðã b¸ nhæng anh hùng kÏ hi®p liên thü ðánh bÕi! Vây cánh cüa h¡n ðang tìm ðß¶ng bö chÕy kh¡p n½i.!",
